name,main_lang,ms_item,ms_class,obj_desc,sup_desc,early_date,late_date,period,region,settlement,geo_place
caes0254,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0255,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0256,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0257,grc,unknownreligion,funerary,plaque,,,,Unknown,Coastal Plain,Caesarea,
caes0258,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0259,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0260,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0261,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0262,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0263,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0264,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0265,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0266,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0267,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0268,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0269,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0270,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0271,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0272,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0273,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0274,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0275,grc,unknownreligion,funeraryepitaph,plaque,,,,Unknown,Coastal Plain,Caesarea,
Caes 0276,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0277,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0278,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0279,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0280,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0281,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0282,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0283,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0284,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0285,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0286,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0287,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0288,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0289,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0290,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0291,grc,christian,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0292,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0293,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0294,grc,unknownreligion,funeraryepitaph,block,marble,,,Unknown,Coastal Plain,Caesarea,
caes0295,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0296,grc,unknownreligion,funeraryepitaph,plaque,,300,650,Byzantine,Coastal Plain,Caesarea,
caes0297,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0298,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0299,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0300,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0301,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0302,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0303,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0304,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0305,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0306,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0307,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0308,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0309,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0310,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0311,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0312,grc,unknownreligion,funeraryepitaph,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0313,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0314,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0315,grc,unknownreligion,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0316,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0317,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0318,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0319,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0320,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0321,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0322,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0323,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0324,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0325,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0326,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0327,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0328,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0329,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0330,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0331,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0332,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0333,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0334,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0335,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0336,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0337,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0338,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0339,grc,unknownreligion,funerary,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0340,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0341,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0342,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0343,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0344,grc,unknownreligion,funeraryepitaph,revetment,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0345,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0346,grc,unknownreligion,funeraryepitaph,monument,,,,Unknown,Coastal Plain,Caesarea,
caes0347,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0348,grc,unknownreligion,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0349,la,unknownreligion,textunknown,plaque,marble,50,200,Roman,Coastal Plain,Caesarea,
Caes 0350,la,unknownreligion,textunknown,plaque,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0351,la,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0352,la,unknownreligion,textunknown,plaque,marble,100,300,Roman,Coastal Plain,Caesarea,
caes0353,la,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0354,la,otherreligion,textunknown,,marble,200,300,Roman,Coastal Plain,Caesarea,
caes0355,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0356,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0357,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0358,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0359,grc,unknownreligion,textunknown,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0360,grc,christian,textunknown,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0361,grc,unknownreligion,textunknown,column,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0362,grc,unknownreligion,textunknown,block,limestone,,,Unknown,Coastal Plain,Caesarea,
Caes 0363,grc,unknownreligion,textunknown,block,limestone,,,Unknown,Coastal Plain,Caesarea,
caes0364,grc,unknownreligion,textunknown,block,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0365,la,unknownreligion,textunknown,unknownobject,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0366,la,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0367,la,unknownreligion,textunknown,plaque,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0368,la,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0369,la,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
caes0370,la,unknownreligion,textunknown,unknownobject,,1,300,Roman,Coastal Plain,Caesarea,
caes0371,,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0372,grc,unknownreligion,funerary,unknownobject,,,,Unknown,Coastal Plain,Caesarea,
Caes 0373,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0374,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0375,grc,christian,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0376,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0377,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0378,grc,unknownreligion,textunknown,fragment,marble,1,300,Roman,Coastal Plain,Caesarea,
Caes 0379,grc,unknownreligion,textunknown,plaque,marble,100,300,Roman,Coastal Plain,Caesarea,
caes0380,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0381,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0382,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0383,grc,unknownreligion,textunknown,slab,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0384,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0385,grc,unknownreligion,textunknown,unknownobject,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0386,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0387,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0388,grc,unknownreligion,textunknown,slab,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0389,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0390,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0391,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0392,grc,unknownreligion,funerary,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0393,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0394,grc,unknownreligion,textunknown,unknownobject,marble,,,Unknown,Coastal Plain,Caesarea,
caes0395,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0396,grc,unknownreligion,textunknown,fragment,marble,,,Unknown,Coastal Plain,Caesarea,
caes0397,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0398,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0399,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0400,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0401,grc,unknownreligion,textunknown,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0402,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0403,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0404,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0405,grc,unknownreligion,textunknown,plaque,,,,Unknown,Coastal Plain,Caesarea,
caes0406,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0407,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0408,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0409,grc,unknownreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
caes0410,grc,unknownreligion,textunknown,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
caes0411,grc,otherreligion,textunknown,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0413,grc,christian,honorific,otherobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0414,grc,unknownreligion,textunknown,unknownobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0415,grc,christian,textunknown,wall,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0416,grc,christian,textunknown,wall,plaster,500,599,,Coastal Plain,Caesarea,
Caes 0417,grc,christian,prayer,unknownobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0418,grc,christian,acclamation,unknownobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0419,grc,unknownreligion,textunknown,unknownobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0420,grc,christian,textunknown,wall,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0421,grc,christian,prayer,stamps,clay,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0422,grc,unknownreligion,textunknown,bowl,clay,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0423,grc,christian,textunknown,wall,plaster,500,599,,Coastal Plain,Caesarea,
Caes 0424,grc,christian,honorific,otherobject,plaster,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0425,grc,christian,prayer,otherobject,plaster,500,599,,Coastal Plain,Caesarea,
Caes 0426,grc,otherreligion,dedicatory,statuebase,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0427,grc,jewish,prayer,pavement,plaster,400,599,Byzantine,Coastal Plain,Caesarea,
Caes 0428,grc,unknownreligion,labelownership,capital,marble,400,599,Byzantine,Coastal Plain,Caesarea,
Caes 0429,grc,unknownreligion,dedicatory,plaque,marble,300,800,Byzantine,Coastal Plain,Caesarea,
Caes 0430,grc,unknownreligion,textunknown,fragment,marble,324,638,Byzantine,Coastal Plain,Caesarea,
Caes 0431,grc,unknownreligion,textunknown,chancelscreen,stone,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0432,grc,christian,dedicatory,chancelscreen,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0433,grc,christian,dedicatory,chancelscreen,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0434,grc,christian,prayer,chancelscreen,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0435,grc,christian,funeraryepitaph,fragment,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0436,grc,unknownreligion,labelownership,statue,stone,400,599,,Coastal Plain,Caesarea,
Caes 0437,grc,christian,funeraryepitaph,block,limestone,300,599,Byzantine,Coastal Plain,Caesarea,
Caes0438,grc,unknownreligion,invocation,otherobject,metal,200,700,Roman,Coastal Plain,Caesarea,
Caes 0439,grc,otherreligion,textother,ostrakon,clay,300,599,Byzantine,Coastal Plain,Caesarea,
Caes 0440,grc,otherreligion,dedicatory,statue,marble,100,399,Roman,Coastal Plain,Caesarea,
Caes 0441,grc,christian,acclamation,mosaic,stone,400,599,Byzantine,Coastal Plain,Caesarea,
Caes 0442,grc,christian,honorific,wall,plaster,550,650,Byzantine,Coastal Plain,Caesarea,
Caes 0443,grc,unknownreligion,funeraryepitaph,slab,limestone,170,177,Late Roman,Coastal Plain,Caesarea,
Caes 0444,grc,otherreligion,dedicatory,statue,marble,100,399,,Coastal Plain,Caesarea,
Caes 0445,grc,otherreligion,dedicatory,slab,marble,100,299,,Coastal Plain,Caesarea,
Caes 0446,grc,christian,prayer,pavement,stone,1,900,,Coastal Plain,Caesarea,
Caes 0500,heb,jewish,verse,otherobject,clay,200,700,Roman,Coastal Plain,Caesarea,
Caes 0501,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0502,grc,christian,labelownership,seal,lead,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0503,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0504,grc,unknownreligion,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0505,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0506,grc,christian,labelownership,seal,lead,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0507,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0508,grc,christian,labelownership,seal,lead,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0509,grc,unknownreligion,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0510,grc,christian,labelownership,seal,lead,550,599,Byzantine,Coastal Plain,Caesarea,
Caes 0511,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0512,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0513,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0514,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0515,grc,christian,labelownership,seal,lead,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0516,grc,christian,labelownership,seal,lead,500,699,Byzantine,Coastal Plain,Caesarea,
Caes 0517,la,christian,labelownership,seal,lead,500,599,Byzantine,Coastal Plain,Caesarea,
Caes 0518,heb,jewish,funeraryepitaph,plaque,marble,,,Unknown,Coastal Plain,Caesarea,
Caes 0519,heb,jewish,funeraryepitaph,plaque,marble,300,700,Unknown,Coastal Plain,Caesarea,
Caes 0520,grc,christian,funeraryepitaph,plaque,marble,300,650,Byzantine,Coastal Plain,Caesarea,
Caes 0521,grc,christian,funeraryepitaph,plaque,marble,300,699,Byzantine,Coastal Plain,Caesarea,
